order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1478278,42755,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,29,30
1478119,276192,Sushi of Gari Tribeca,Japanese,10.86,Weekday,4,28,28
1476900,240014,Sarabeth's,American,32.93,Weekday,4,33,33
1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18
1476854,47440,Blue Ribbon Fried Chicken,American,6.45,Weekend,4,30,24
1477394,105754,Momoya,Japanese,14.02,Weekday,4,24,30
1477682,35432,TAO,Japanese,14.99,Weekend,Not given,24,21
1478227,367591,Taro Sushi,Japanese,16.05,Weekday,5,35,32
1476956,55220,Saravanaa Bhavan,Indian,12.13,Weekday,Not given,32,26
1477786,145389,RedFarm Hudson,Chinese,4.75,Weekend,3,23,25
1476569,55334,Sushi of Gari Tribeca,Japanese,9.85,Weekend,Not given,26,17
1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,Not given,31,30
1476666,205241,Shake Shack,American,6.07,Weekday,4,23,27
1477715,217363,Jack's Wife Freda,Mediterranean,9.41,Weekend,5,28,15
1476662,115213,Tamarind TriBeCa,Indian,12.18,Weekend,5,25,20
1477969,69516,Wa Jeal,Chinese,6.74,Weekend,Not given,32,24
1477030,240982,Rubirosa,Italian,24.3,Weekday,3,29,31
1476651,58092,Shake Shack,American,8.0,Weekend,5,27,23
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18
1478279,354016,Waverly Diner,American,19.4,Weekend,5,25,23
1477883,91817,Blue Ribbon Fried Chicken,American,29.39,Weekend,Not given,27,28
1476802,318451,Blue Ribbon Sushi,Japanese,14.02,Weekend,4,23,18
1477548,79255,The Meatball Shop,Italian,12.95,Weekday,4,29,24
1476920,36118,RedFarm Broadway,Chinese,12.13,Weekend,4,20,19
1477680,353606,P.J. Clarke's,American,15.62,Weekday,5,27,32
1478194,67937,Shake Shack,American,15.52,Weekend,5,22,17
1476758,120504,Schnipper's Quality Kitchen,American,14.02,Weekend,5,20,16
1477360,91907,Sarabeth's Restaurant,American,12.08,Weekend,Not given,28,26
1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30
1476616,348096,Parm,Italian,31.43,Weekday,5,28,25
1477992,65589,Blue Ribbon Sushi Izakaya,Japanese,19.45,Weekday,5,33,32
1477608,125123,Le Grainne Cafe,French,15.96,Weekend,4,25,22
1478285,113817,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,32,22
1478181,97079,Benihana,Japanese,25.22,Weekday,4,27,27
1477769,129798,TAO,Japanese,8.05,Weekday,Not given,26,31
1477116,126730,The Kati Roll Company,Indian,24.2,Weekend,5,26,16
1477377,198802,DuMont Burger,American,12.56,Weekend,Not given,35,19
1478155,5693,The Meatball Shop,Italian,8.3,Weekday,Not given,29,32
1478045,97420,Yama 49,Japanese,31.33,Weekend,5,21,27
1477835,129518,Blue Ribbon Fried Chicken,American,15.33,Weekday,4,24,29
1478361,371117,Shake Shack,American,29.1,Weekend,5,26,24
1478411,361846,RedFarm Broadway,Chinese,6.69,Weekend,Not given,27,24
1478399,264399,Han Dynasty,Chinese,29.15,Weekday,Not given,20,24
1478314,338599,Yama Japanese Restaurant,Japanese,12.18,Weekday,Not given,30,25
1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20
1478422,197832,The Meatball Shop,Italian,14.84,Weekend,Not given,20,28
1476835,264707,TAO,Japanese,9.56,Weekend,5,21,17
1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,Not given,22,21
1477430,182252,Five Leaves,American,6.26,Weekday,5,31,26
1477391,60835,RedFarm Hudson,Chinese,16.49,Weekend,3,34,20
1476773,92806,Shake Shack,American,12.18,Weekend,Not given,29,22
1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27
1477262,43636,Blue Ribbon Fried Chicken,American,12.08,Weekend,4,21,21
1477668,160957,Han Dynasty,Chinese,22.31,Weekend,5,29,15
1476858,385350,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,26,17
1476674,318689,Olive Garden,Italian,16.1,Weekday,Not given,24,29
1476882,68429,Shake Shack,American,15.76,Weekend,5,24,22
1477366,275689,Han Dynasty,Chinese,14.12,Weekend,4,35,19
1477470,350659,Shake Shack,American,24.25,Weekend,4,27,30
1476931,124838,Hill Country Fried Chicken,Southern,29.15,Weekend,5,33,25
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20
1476614,138462,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,5,21,29
1477306,94691,brgr,American,5.72,Weekday,3,24,26
1477411,143721,Hummus Place,Middle Eastern,9.75,Weekend,5,28,28
1478153,300208,Xi'an Famous Foods,Chinese,6.02,Weekend,5,33,24
1478232,77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15
1478251,99621,Jack's Wife Freda,Mediterranean,12.47,Weekend,5,34,20
1478012,114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,Not given,25,26
1477204,376578,Shake Shack,American,15.57,Weekday,4,34,25
1477381,316223,The Smile,American,25.22,Weekday,4,25,28
1478023,243910,Nobu Next Door,Japanese,14.12,Weekend,3,30,19
1477342,49631,The Meatball Shop,Italian,14.31,Weekend,Not given,23,17
1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25
1476886,320088,Cafe Mogador,Middle Eastern,13.68,Weekend,4,29,18
1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33
1478102,165695,The Smile,American,13.39,Weekend,Not given,20,16
1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20
1477478,140757,Parm,Italian,12.47,Weekend,Not given,22,24
1477197,345062,Alidoro,American,12.61,Weekend,Not given,34,22
1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16
1477469,96943,Cafe Mogador,Middle Eastern,24.25,Weekend,Not given,26,22
1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27
1476620,54110,Tamarind TriBeCa,Indian,12.23,Weekend,4,21,21
1477437,304993,Shake Shack,American,31.43,Weekend,3,31,24
1477706,68258,Jack's Wife Freda,Mediterranean,22.31,Weekend,Not given,23,28
1477042,209179,RedFarm Broadway,Chinese,6.74,Weekend,Not given,31,27
1477513,64151,Jack's Wife Freda,Mediterranean,12.18,Weekday,5,23,31
1477322,355592,CafÌ© China,Chinese,12.13,Weekend,Not given,27,25
1476875,373353,indikitch,Indian,22.26,Weekend,Not given,35,16
1476725,42935,Barbounia,Mediterranean,13.97,Weekend,5,29,25
1477640,105992,RedFarm Broadway,Chinese,24.3,Weekend,5,27,29
1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,Not given,31,16
1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18
1477283,75115,RedFarm Hudson,Chinese,14.07,Weekday,Not given,20,32
1477771,232035,ilili Restaurant,Middle Eastern,12.23,Weekday,5,24,32
1476745,377771,Blue Ribbon Fried Chicken,American,12.61,Weekend,3,30,30
1477561,183704,The Meatball Shop,Italian,6.74,Weekend,Not given,30,25
1477811,373152,Blue Ribbon Sushi,Japanese,24.3,Weekend,5,32,28
1476970,275689,Nobu Next Door,Japanese,33.37,Weekend,4,32,21
1476859,62667,Sarabeth's Restaurant,American,12.23,Weekend,4,26,24
1477227,373689,Bareburger,American,6.74,Weekend,Not given,26,29
1477766,186473,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,22,27
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28
1478315,235818,Shake Shack,American,12.13,Weekend,Not given,30,19
1477136,120490,Parm,Italian,21.88,Weekend,4,23,30
1477636,94909,Parm,Italian,12.13,Weekend,4,29,26
1478200,164016,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,28,23
1477662,6987,Hill Country Fried Chicken,Southern,29.78,Weekday,Not given,35,33
1478364,273690,Grand Sichuan International,Chinese,32.93,Weekend,Not given,32,28
1478093,268958,Barbounia,Mediterranean,20.18,Weekend,5,29,19
1477402,377481,Otto Enoteca Pizzeria,Italian,24.25,Weekday,Not given,31,30
1478053,125262,Barbounia,Mediterranean,5.77,Weekend,Not given,23,23
1476832,385191,Donburi-ya,Japanese,12.37,Weekend,5,24,17
1477605,91907,Momoya,Japanese,9.02,Weekend,Not given,21,30
1476619,78318,RedFarm Hudson,Chinese,12.23,Weekend,4,24,19
1477142,87151,Rubirosa,Italian,24.2,Weekend,4,23,26
1476552,334758,Melt Shop,American,12.56,Weekend,4,25,23
1477591,97806,Shake Shack,American,31.43,Weekend,Not given,30,19
1477874,41168,Parm,Italian,12.13,Weekend,Not given,25,29
1478259,68446,Hill Country Fried Chicken,Southern,12.47,Weekend,Not given,29,28
1476913,145216,Grand Sichuan International,Chinese,7.66,Weekday,5,33,31
1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18
1477290,361509,Shake Shack,American,19.35,Weekday,Not given,35,33
1477414,66222,Shake Shack,American,16.2,Weekend,5,33,25
1476579,85633,The Meatball Shop,Italian,24.2,Weekend,5,24,24
1478317,128216,Shake Shack,American,19.74,Weekday,4,35,32
1477512,44759,Sushi of Gari Tribeca,Japanese,9.27,Weekend,Not given,20,17
1476638,46696,Blue Ribbon Sushi Bar & Grill,Japanese,11.88,Weekend,5,25,17
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29
1476957,54630,V-Nam Cafe,Vietnamese,12.08,Weekend,Not given,31,19
1477363,51675,Blue Ribbon Sushi,Japanese,19.4,Weekday,Not given,24,24
1477072,113507,Parm,Italian,29.39,Weekday,Not given,26,30
1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27
1477465,361220,Carmine's,Italian,21.93,Weekend,5,20,28
1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21
1477757,60688,Shake Shack,American,14.12,Weekend,Not given,29,30
1476648,169478,RedFarm Broadway,Chinese,19.35,Weekend,Not given,24,28
1476574,376993,Emporio,Italian,31.43,Weekend,Not given,25,29
1477554,72726,Shake Shack,American,11.69,Weekend,Not given,31,28
1476798,110858,Burger Joint,American,14.16,Weekend,4,28,28
1478071,70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25
1477191,93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5,25,33
1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15
1477399,378482,Shake Shack,American,29.49,Weekend,Not given,34,24
1477001,318451,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,22,27
1477426,135769,Blue Ribbon Sushi,Japanese,19.35,Weekend,5,26,23
1477599,60270,Market Table,American,6.79,Weekend,Not given,21,17
1478148,261371,Shake Shack,American,22.31,Weekend,Not given,35,28
1477933,284256,Empanada Mama (closed),Mexican,12.37,Weekend,Not given,29,25
1477588,286386,5 Napkin Burger,American,29.05,Weekend,3,26,21
1477747,183520,Blue Ribbon Sushi,Japanese,9.17,Weekend,3,25,28
1477692,313340,Sushi of Gari 46,Japanese,14.6,Weekday,3,24,24
1476649,38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,Not given,33,21
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20
1478168,78879,Blue Ribbon Fried Chicken,American,19.4,Weekend,4,33,21
1477996,82041,Shake Shack,American,8.1,Weekend,5,26,27
1478389,68775,Sushi of Gari Tribeca,Japanese,12.13,Weekend,Not given,25,30
1477728,107909,Cafeteria,American,16.44,Weekend,Not given,33,22
1478169,80460,Rubirosa,Italian,21.83,Weekend,3,30,27
1477057,390490,Blue Ribbon Brooklyn,American,22.85,Weekend,3,23,19
1477009,396815,Blue Ribbon Fried Chicken,American,5.73,Weekend,Not given,34,16
1476999,63417,Pepe Rosso To Go,Italian,24.2,Weekend,3,27,19
1477702,128600,Blue Ribbon Fried Chicken,American,31.29,Weekday,Not given,22,33
1478069,130521,Lucky's Famous Burgers,American,12.13,Weekday,5,21,30
1477972,97806,Shake Shack,American,12.61,Weekend,4,26,25
1478191,390232,Friend of a Farmer,American,9.7,Weekend,Not given,35,22
1477978,259341,Joe's Shanghai _Àü£¾÷´,Chinese,15.81,Weekend,5,20,26
1477438,94132,Parm,Italian,31.33,Weekend,Not given,24,16
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19
1477194,62540,Blue Ribbon Sushi,Japanese,5.92,Weekday,Not given,27,31
1478368,64153,Burger Joint,American,12.13,Weekday,5,31,33
1476690,124875,Vanessa's Dumplings,Chinese,24.2,Weekend,4,20,18
1478442,378035,Five Guys Burgers and Fries,American,29.73,Weekend,5,21,25
1478097,252342,Westville Hudson,American,12.18,Weekend,3,20,25
1476743,183520,Blue Ribbon Sushi,Japanese,6.69,Weekend,Not given,35,26
1478064,221430,Han Dynasty,Chinese,14.75,Weekend,Not given,30,16
1478123,149268,Han Dynasty,Chinese,16.2,Weekend,Not given,29,18
1477507,146588,Shake Shack,American,19.4,Weekend,5,33,27
1476826,53543,CafÌ© China,Chinese,24.3,Weekend,Not given,20,23
1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15
1477596,334596,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.35,Weekend,Not given,25,22
1477730,50616,Parm,Italian,13.05,Weekend,Not given,28,27
1477316,164776,TAO,Japanese,15.67,Weekend,5,20,22
1477436,88853,RedFarm Hudson,Chinese,29.29,Weekend,4,27,21
1477980,385150,Blue Ribbon Sushi,Japanese,17.85,Weekend,Not given,28,18
1477000,328731,Blue Ribbon Fried Chicken,American,29.59,Weekend,5,23,25
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18
1477644,82041,Osteria Morini,Italian,5.77,Weekend,3,24,19
1477856,143984,The Smile,American,25.17,Weekend,3,31,15
1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15
1476760,180776,Empanada Mama (closed),Mexican,22.75,Weekend,Not given,29,18
1476873,237616,Shake Shack,American,5.82,Weekend,Not given,26,30
1477563,385426,Shake Shack,American,17.03,Weekday,5,35,32
1476937,142045,Shake Shack,American,22.36,Weekday,Not given,33,25
1477453,83287,Shake Shack,American,9.41,Weekend,5,22,20
1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27
1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18
1478309,127130,Momoya,Japanese,16.05,Weekday,4,34,33
1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,Not given,27,17
1478221,47280,Rubirosa,Italian,12.56,Weekend,4,31,17
1478290,263199,Sushi of Gari 46,Japanese,31.43,Weekend,4,35,23
1478291,385134,RedFarm Broadway,Chinese,31.87,Weekend,5,27,18
1476570,148459,The Kati Roll Company,Indian,5.87,Weekday,Not given,26,30
1477225,140530,Sushi of Gari 46,Japanese,25.22,Weekend,Not given,32,28
1478377,399584,The Meatball Shop,Italian,6.4,Weekend,Not given,23,20
1477641,128224,Blue Ribbon Sushi,Japanese,24.2,Weekend,4,29,18
1476663,40010,Parm,Italian,19.35,Weekend,4,35,19
1477673,132906,Sushi of Gari 46,Japanese,22.46,Weekday,Not given,21,29
1477610,35643,Vanessa's Dumpling House,Chinese,16.49,Weekend,5,26,25
1477667,106478,Balthazar Boulangerie,French,12.13,Weekend,5,25,24
1476655,91817,Blue Ribbon Fried Chicken,American,29.15,Weekend,4,31,17
1478441,228541,RedFarm Hudson,Chinese,29.1,Weekend,Not given,27,28
1477022,61588,Blue Ribbon Sushi,Japanese,12.08,Weekend,4,33,22
1478140,62730,Westville Hudson,American,29.1,Weekend,Not given,20,24
1478172,125123,Sushi Samba,Japanese,12.95,Weekend,Not given,21,21
1476631,57263,Nobu Next Door,Japanese,9.22,Weekend,Not given,29,23
1476584,363561,Shake Shack,American,12.37,Weekend,3,28,28
1476563,114085,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,Not given,24,18
1478325,399373,Shake Shack,American,29.1,Weekday,4,29,24
1477489,14869,Tres Carnes,Mexican,9.17,Weekend,4,25,30
1476795,103970,Shake Shack,American,16.2,Weekend,Not given,20,21
1477629,198936,Five Leaves,American,12.13,Weekend,Not given,23,15
1477386,221394,The Meatball Shop,Italian,8.83,Weekday,Not given,31,25
1476901,391860,Lucky's Famous Burgers,American,11.59,Weekend,5,26,23
1478216,142619,Shake Shack,American,6.07,Weekend,4,28,19
1477965,384411,Shake Shack,American,19.45,Weekday,3,24,29
1477383,174796,Xi'an Famous Foods,Chinese,6.64,Weekend,Not given,35,19
1476609,48677,Shake Shack,American,8.34,Weekend,Not given,23,28
1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,Not given,23,18
1478282,221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29
1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29
1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26
1477820,41746,Schnipper's Quality Kitchen,American,25.22,Weekend,4,33,18
1476986,298794,TAO,Japanese,15.86,Weekend,4,22,17
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26
1477864,81166,Dos Caminos,Mexican,8.1,Weekday,Not given,23,26
1478003,129597,Otto Enoteca Pizzeria,Italian,12.13,Weekend,5,33,21
1478360,375043,Tamarind TriBeCa,Indian,24.2,Weekend,Not given,24,29
1477099,391746,Blue Ribbon Sushi,Japanese,24.3,Weekend,4,35,18
1477579,349854,Shake Shack,American,24.35,Weekday,5,34,26
1476753,195723,Cafe Habana,Mexican,13.97,Weekday,3,34,28
1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27
1476840,143866,Jack's Wife Freda,Mediterranean,20.71,Weekend,Not given,35,16
1477202,259341,Joe's Shanghai _Àü£¾÷´,Chinese,16.1,Weekend,5,31,22
1477150,92832,Five Guys Burgers and Fries,American,12.23,Weekend,5,22,22
1477956,177078,Lantern Thai Kitchen,Thai,9.46,Weekend,5,29,19
1477016,78067,Parm,Italian,15.37,Weekend,Not given,29,23
1477243,176234,Prosperity Dumpling,Chinese,14.02,Weekend,5,20,30
1476843,361846,Sarabeth's West,American,14.12,Weekday,3,21,33
1477298,361728,The Meatball Shop,Italian,29.05,Weekend,4,32,19
1477490,232035,ilili Restaurant,Middle Eastern,9.17,Weekend,Not given,26,19
1477235,115841,Rubirosa,Italian,15.38,Weekday,Not given,30,31
1478288,58231,Rohm Thai,Thai,29.1,Weekend,Not given,31,23
1476742,92096,Aurora,Italian,6.74,Weekday,Not given,30,26
1476857,220186,Blue Ribbon Fried Chicken,American,12.23,Weekday,5,33,26
1476712,385150,Blue Ribbon Sushi,Japanese,9.75,Weekday,5,27,27
1477488,344586,Sushi of Gari 46,Japanese,12.56,Weekend,4,20,22
1476671,49620,Cafe Habana,Mexican,8.73,Weekday,3,27,28
1477805,290313,RedFarm Broadway,Chinese,21.93,Weekend,Not given,22,22
1476558,214394,Yama Japanese Restaurant,Japanese,16.1,Weekend,Not given,33,27
1478101,105068,TAO,Japanese,13.97,Weekend,5,28,25
1477170,197832,The Meatball Shop,Italian,12.08,Weekday,Not given,25,28
1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,Not given,29,30
1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30
1477601,107909,Cafeteria,American,6.69,Weekday,4,21,32
1477930,100065,Han Dynasty,Chinese,6.64,Weekend,Not given,25,29
1476972,111356,Bhatti Indian Grill,Indian,32.98,Weekday,Not given,32,30
1477958,309981,Blue Ribbon Fried Chicken,American,29.1,Weekend,Not given,31,27
1477105,67844,The Smile,American,9.17,Weekday,5,26,28
1478423,129969,The Meatball Shop,Italian,21.2,Weekend,Not given,34,16
1477111,127149,P.J. Clarke's,American,31.33,Weekend,4,26,19
1477677,181782,Parm,Italian,8.78,Weekend,3,23,26
1477329,80737,RedFarm Broadway,Chinese,12.9,Weekday,3,29,29
1477250,41409,Nobu Next Door,Japanese,19.35,Weekend,4,28,30
1477751,385134,RedFarm Broadway,Chinese,16.2,Weekend,5,29,18
1477341,127122,RedFarm Broadway,Chinese,22.36,Weekend,Not given,24,27
1477576,105087,Rubirosa,Italian,14.12,Weekday,4,26,32
1477319,145389,Westville Hudson,American,20.23,Weekday,Not given,31,29
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24
1477497,76942,Sarabeth's Restaurant,American,12.27,Weekend,5,24,24
1478440,231042,Momoya,Japanese,12.13,Weekend,5,22,21
1476578,97079,Donburi-ya,Japanese,12.18,Weekend,Not given,23,23
1476748,109906,The Meatball Shop,American,9.27,Weekend,Not given,24,23
1477924,288808,The Meatball Shop,Italian,32.98,Weekday,5,26,27
1478318,263426,TAO,Japanese,22.12,Weekday,5,32,30
1476721,131645,The Meatball Shop,Italian,12.08,Weekend,Not given,23,23
1476707,144133,Shake Shack,American,22.75,Weekday,4,21,27
1478356,62540,Blue Ribbon Sushi,Japanese,16.44,Weekend,Not given,22,18
1477800,344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27
1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29
1476605,366975,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekend,Not given,23,17
1478255,382076,Shake Shack,American,6.69,Weekday,Not given,20,29
1476547,83095,Bareburger,American,6.84,Weekend,5,22,24
1477714,100536,Shake Shack,American,8.15,Weekend,Not given,26,17
1478161,52327,Sushi of Gari,Japanese,16.01,Weekend,Not given,33,19
1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16
1477917,71249,Momoya,Japanese,24.3,Weekend,4,35,30
1476765,147519,Sushi of Gari Tribeca,Japanese,19.45,Weekend,4,25,15
1477038,96877,The Meatball Shop,Italian,12.18,Weekend,5,25,28
1478032,146586,Dirty Bird to Go,American,19.4,Weekend,4,25,19
1478302,318665,Blue Ribbon Sushi Bar & Grill,Japanese,4.9,Weekday,4,29,32
1478193,83287,Five Guys Burgers and Fries,American,16.01,Weekend,Not given,27,19
1476796,78939,Nobu Next Door,Japanese,16.3,Weekday,3,20,24
1476823,60039,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,32,29
1477556,168420,Blue Ribbon Brooklyn,American,13.1,Weekend,Not given,32,19
1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21
1477760,130507,Jack's Wife Freda,Mediterranean,22.75,Weekend,3,35,29
1476607,197633,Sushi of Gari 46,Japanese,7.38,Weekend,Not given,29,28
1476696,231061,Han Dynasty,Chinese,33.03,Weekday,Not given,33,31
1477296,222879,Parm,Italian,29.15,Weekday,5,23,27
1478215,92726,Sarabeth's East,American,25.27,Weekend,4,23,19
1476948,86421,Vanessa's Dumpling House,Chinese,9.65,Weekend,5,20,22
1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16
1476805,93133,Parm,Italian,22.8,Weekday,5,33,33
1476639,399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,Not given,20,31
1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29
1477179,52832,L'Express,French,24.2,Weekday,Not given,28,24
1477138,47280,RedFarm Hudson,Chinese,14.12,Weekend,4,25,24
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29
1477555,361497,V-Nam Cafe,Vietnamese,12.13,Weekend,4,20,26
1476653,113972,RedFarm Hudson,Chinese,12.13,Weekend,3,31,25
1477627,359699,RedFarm Hudson,Chinese,7.03,Weekday,5,32,24
1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,Not given,20,24
1477447,398952,Han Dynasty,Chinese,5.82,Weekend,Not given,26,24
1477524,236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18
1477699,302790,Klong,Thai,29.05,Weekend,5,35,24
1477574,212326,RedFarm Broadway,Chinese,12.32,Weekday,Not given,30,27
1478427,86806,Pylos,Mediterranean,14.12,Weekday,4,26,24
1476598,41168,Parm,Italian,12.13,Weekend,3,34,22
1477754,133222,P.J. Clarke's,American,21.34,Weekday,5,25,28
1477870,301032,Mission Cantina,Mexican,14.45,Weekend,Not given,27,29
1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29
1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26
